session_id,applicant_id,event_user,event_type,event_date_time
Oxu16UriGm,kldtjKhwY,,APPLICANT_ENTERED_UNDERWRITING,2259-06-11 14:34:02.052000+00:00
Oxu16UriGm,kldtjKhwY,,VIDEO_SESSION_CONNECTION_CREATED,2259-06-11 14:34:02.979000+00:00
Oxu16UriGm,kldtjKhwY,,APPLICANT_ENTERED_UNDERWRITING,2259-06-11 14:38:52.233000+00:00
Oxu16UriGm,kldtjKhwY,,VIDEO_SESSION_CONNECTION_CREATED,2259-06-11 14:38:53.078000+00:00
Oxu16UriGm,kldtjKhwY,,ALLY_SUBMITTED_TEST_RESULTS,2259-06-11 14:41:21.898000+00:00
6KF2Bsmipg,RqnSYLUPy,,UNDERWRITING_CREATED,2259-07-07 15:30:04.444000+00:00
6KF2Bsmipg,RqnSYLUPy,,UNDERWRITING_CREATED,2259-07-07 15:30:04.444000+00:00
w6hWVt6U50,anotlgSd0,,UNDERWRITING_CREATED,2258-07-06 14:16:29.111000+00:00
w6hWVt6U50,anotlgSd0,,APPLICANT_ENTERED_UNDERWRITING,2258-07-06 14:16:45.656000+00:00
w6hWVt6U50,anotlgSd0,,ALLY_ENTERED_UNDERWRITING,2258-07-06 14:17:49.880000+00:00
w6hWVt6U50,anotlgSd0,,VIDEO_SESSION_CONNECTION_CREATED,2258-07-06 14:17:51.395000+00:00
w6hWVt6U50,anotlgSd0,,VIDEO_SESSION_CONNECTION_CREATED,2258-07-06 14:18:07.172000+00:00
w6hWVt6U50,anotlgSd0,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-07-06 14:22:11.086000+00:00
52uXYfVfl3,QloCn7Hvo,,UNDERWRITING_CREATED,2258-08-10 17:00:40.632000+00:00
52uXYfVfl3,QloCn7Hvo,,UNDERWRITING_CREATED,2258-08-10 17:00:40.632000+00:00
52uXYfVfl3,QloCn7Hvo,,APPLICANT_ENTERED_UNDERWRITING,2258-08-10 17:05:46.363000+00:00
52uXYfVfl3,QloCn7Hvo,,APPLICANT_ENTERED_UNDERWRITING,2258-08-10 17:05:46.363000+00:00
52uXYfVfl3,QloCn7Hvo,,ALLY_ENTERED_UNDERWRITING,2258-08-10 17:07:29.222000+00:00
52uXYfVfl3,QloCn7Hvo,,ALLY_ENTERED_UNDERWRITING,2258-08-10 17:07:29.222000+00:00
52uXYfVfl3,QloCn7Hvo,,VIDEO_SESSION_CONNECTION_CREATED,2258-08-10 17:07:32.362000+00:00
52uXYfVfl3,QloCn7Hvo,,VIDEO_SESSION_CONNECTION_CREATED,2258-08-10 17:07:32.362000+00:00
52uXYfVfl3,QloCn7Hvo,,VIDEO_SESSION_CONNECTION_CREATED,2258-08-10 17:08:05.098000+00:00
52uXYfVfl3,QloCn7Hvo,,VIDEO_SESSION_CONNECTION_CREATED,2258-08-10 17:08:05.098000+00:00
52uXYfVfl3,QloCn7Hvo,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-08-10 17:50:18.714000+00:00
52uXYfVfl3,QloCn7Hvo,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-08-10 17:50:18.714000+00:00
52uXYfVfl3,QloCn7Hvo,,ALLY_SUBMITTED_TEST_RESULTS,2258-08-10 17:53:29.740000+00:00
52uXYfVfl3,QloCn7Hvo,,ALLY_SUBMITTED_TEST_RESULTS,2258-08-10 17:53:29.740000+00:00
B8ULKhrfYO,YQzFVeUMj,,UNDERWRITING_CREATED,2258-09-03 13:36:18.431000+00:00
B8ULKhrfYO,YQzFVeUMj,,UNDERWRITING_CREATED,2258-09-03 13:36:18.431000+00:00
B8ULKhrfYO,YQzFVeUMj,,UNDERWRITING_CREATED,2258-09-03 13:36:18.431000+00:00
B8ULKhrfYO,YQzFVeUMj,,APPLICANT_ENTERED_UNDERWRITING,2258-09-03 18:40:10.710000+00:00
B8ULKhrfYO,YQzFVeUMj,,APPLICANT_ENTERED_UNDERWRITING,2258-09-03 18:40:10.710000+00:00
B8ULKhrfYO,YQzFVeUMj,,APPLICANT_ENTERED_UNDERWRITING,2258-09-03 18:40:10.710000+00:00
B8ULKhrfYO,YQzFVeUMj,,ALLY_ENTERED_UNDERWRITING,2258-09-03 18:42:00.788000+00:00
B8ULKhrfYO,YQzFVeUMj,,ALLY_ENTERED_UNDERWRITING,2258-09-03 18:42:00.788000+00:00
B8ULKhrfYO,YQzFVeUMj,,ALLY_ENTERED_UNDERWRITING,2258-09-03 18:42:00.788000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_CREATED,2258-09-03 18:42:03.302000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_CREATED,2258-09-03 18:42:03.302000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_CREATED,2258-09-03 18:42:03.302000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_CREATED,2258-09-03 18:42:07.311000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_CREATED,2258-09-03 18:42:07.311000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_CREATED,2258-09-03 18:42:07.311000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-09-03 19:07:46.486000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-09-03 19:07:46.486000+00:00
B8ULKhrfYO,YQzFVeUMj,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-09-03 19:07:46.486000+00:00
B8ULKhrfYO,YQzFVeUMj,,ALLY_SUBMITTED_TEST_RESULTS,2258-09-03 19:18:34.182000+00:00
B8ULKhrfYO,YQzFVeUMj,,ALLY_SUBMITTED_TEST_RESULTS,2258-09-03 19:18:34.182000+00:00
B8ULKhrfYO,YQzFVeUMj,,ALLY_SUBMITTED_TEST_RESULTS,2258-09-03 19:18:34.182000+00:00
B8ULKhrfYO,YQzFVeUMj,,APPLICANT_ENTERED_UNDERWRITING,2259-01-20 17:33:33.833000+00:00
B8ULKhrfYO,YQzFVeUMj,,APPLICANT_ENTERED_UNDERWRITING,2259-01-20 17:33:33.833000+00:00
gzHLqcviYD,JJzIa1u7r,,UNDERWRITING_CREATED,2258-11-04 16:03:39.221000+00:00
gzHLqcviYD,JJzIa1u7r,,UNDERWRITING_CREATED,2258-11-04 16:03:39.221000+00:00
gzHLqcviYD,JJzIa1u7r,,UNDERWRITING_CREATED,2258-11-04 16:03:39.221000+00:00
gzHLqcviYD,JJzIa1u7r,,UNDERWRITING_CREATED,2258-11-04 16:03:39.221000+00:00
gzHLqcviYD,JJzIa1u7r,,APPLICANT_ENTERED_UNDERWRITING,2258-11-06 13:11:24.423000+00:00
gzHLqcviYD,JJzIa1u7r,,APPLICANT_ENTERED_UNDERWRITING,2258-11-06 13:11:24.423000+00:00
gzHLqcviYD,JJzIa1u7r,,APPLICANT_ENTERED_UNDERWRITING,2258-11-06 13:19:42.373000+00:00
gzHLqcviYD,JJzIa1u7r,,APPLICANT_ENTERED_UNDERWRITING,2258-11-06 13:19:42.373000+00:00
gzHLqcviYD,JJzIa1u7r,,ALLY_ENTERED_UNDERWRITING,2258-11-06 14:23:11.028000+00:00
gzHLqcviYD,JJzIa1u7r,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-06 14:23:12.804000+00:00
gzHLqcviYD,JJzIa1u7r,,ALLY_SUBMITTED_TEST_RESULTS,2258-11-06 14:24:08.424000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,UNDERWRITING_CREATED,2258-12-25 21:45:30.021000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,UNDERWRITING_CREATED,2258-12-25 21:45:30.021000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,UNDERWRITING_CREATED,2258-12-25 21:45:30.021000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,UNDERWRITING_CREATED,2258-12-25 21:45:30.021000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,UNDERWRITING_CREATED,2258-12-25 21:45:30.021000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,APPLICANT_ENTERED_UNDERWRITING,2258-12-29 14:47:35.430000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,APPLICANT_ENTERED_UNDERWRITING,2258-12-29 14:47:35.430000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,APPLICANT_ENTERED_UNDERWRITING,2258-12-29 14:47:35.430000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,APPLICANT_ENTERED_UNDERWRITING,2258-12-29 14:47:35.430000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,ALLY_ENTERED_UNDERWRITING,2258-12-29 15:30:40.940000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,ALLY_ENTERED_UNDERWRITING,2258-12-29 15:30:40.940000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,ALLY_ENTERED_UNDERWRITING,2258-12-29 15:30:40.940000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_CREATED,2258-12-29 15:30:42.737000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_CREATED,2258-12-29 15:30:42.737000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_CREATED,2258-12-29 15:30:42.737000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_CREATED,2258-12-29 15:31:00.787000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_CREATED,2258-12-29 15:31:00.787000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_CREATED,2258-12-29 15:31:00.787000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-12-29 15:58:31.460000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-12-29 15:58:31.460000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-12-29 15:58:31.460000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,ALLY_SUBMITTED_TEST_RESULTS,2258-12-29 15:58:48.104000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,ALLY_SUBMITTED_TEST_RESULTS,2258-12-29 15:58:48.104000+00:00
A2uOeIjiz2,Q8Gi1xUAW,,ALLY_SUBMITTED_TEST_RESULTS,2258-12-29 15:58:48.104000+00:00
m2h26SkiWR,zMeCBKH0G,,UNDERWRITING_CREATED,2258-11-20 20:27:59.761000+00:00
m2h26SkiWR,zMeCBKH0G,,UNDERWRITING_CREATED,2258-11-20 20:27:59.761000+00:00
m2h26SkiWR,zMeCBKH0G,,UNDERWRITING_CREATED,2258-11-20 20:27:59.761000+00:00
m2h26SkiWR,zMeCBKH0G,,APPLICANT_ENTERED_UNDERWRITING,2258-11-23 14:59:25.566000+00:00
m2h26SkiWR,zMeCBKH0G,,APPLICANT_ENTERED_UNDERWRITING,2258-11-23 14:59:25.566000+00:00
m2h26SkiWR,zMeCBKH0G,,ALLY_ENTERED_UNDERWRITING,2258-11-23 15:00:00.507000+00:00
m2h26SkiWR,zMeCBKH0G,,ALLY_ENTERED_UNDERWRITING,2258-11-23 15:00:00.507000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-23 15:00:02.196000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-23 15:00:02.196000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-23 15:00:12.166000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-23 15:00:12.166000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-23 15:07:21.440000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-23 15:07:21.440000+00:00
m2h26SkiWR,zMeCBKH0G,,APPLICANT_ENTERED_UNDERWRITING,2258-11-23 15:07:34.648000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-23 15:07:35.222000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-23 15:12:33.440000+00:00
m2h26SkiWR,zMeCBKH0G,,APPLICANT_ENTERED_UNDERWRITING,2258-11-23 15:12:33.441000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-23 15:12:33.882000+00:00
m2h26SkiWR,zMeCBKH0G,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-23 15:18:29.632000+00:00
m2h26SkiWR,zMeCBKH0G,,ALLY_SUBMITTED_TEST_RESULTS,2258-11-23 15:23:48.009000+00:00
m2h26SkiWR,zMeCBKH0G,,APPLICANT_ENTERED_UNDERWRITING,2258-11-23 15:37:14.601000+00:00
5EHLNslU7M,yn2I3xC3o,,UNDERWRITING_CREATED,2259-02-19 17:46:33.132000+00:00
5EHLNslU7M,yn2I3xC3o,,UNDERWRITING_CREATED,2259-02-19 17:46:33.132000+00:00
5EHLNslU7M,yn2I3xC3o,,APPLICANT_ENTERED_UNDERWRITING,2259-02-19 18:14:01.557000+00:00
5EHLNslU7M,yn2I3xC3o,,ALLY_ENTERED_UNDERWRITING,2259-02-19 18:16:09.214000+00:00
5EHLNslU7M,yn2I3xC3o,,ALLY_SUBMITTED_TEST_RESULTS,2259-02-19 18:50:19.478000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,UNDERWRITING_CREATED,2259-01-18 18:48:29.271000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-18 19:45:51.681000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-18 19:45:51.681000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-18 19:45:51.681000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-18 19:45:51.681000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-18 19:45:51.681000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-18 19:45:51.681000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_ENTERED_UNDERWRITING,2259-01-18 20:01:31.661000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_ENTERED_UNDERWRITING,2259-01-18 20:01:31.661000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_ENTERED_UNDERWRITING,2259-01-18 20:01:31.661000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_ENTERED_UNDERWRITING,2259-01-18 20:01:31.661000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_ENTERED_UNDERWRITING,2259-01-18 20:01:31.661000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_ENTERED_UNDERWRITING,2259-01-18 20:01:31.661000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:32.592000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:32.592000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:32.592000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:32.592000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:32.592000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:32.592000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:40.731000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:40.731000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:40.731000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:40.731000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:40.731000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_CREATED,2259-01-18 20:01:40.731000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_DESTROYED,2259-01-18 20:27:16.448000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_DESTROYED,2259-01-18 20:27:16.448000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_DESTROYED,2259-01-18 20:27:16.448000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_DESTROYED,2259-01-18 20:27:16.448000+00:00
kxfVRfJipm,wzRuObieb,,VIDEO_SESSION_CONNECTION_DESTROYED,2259-01-18 20:27:16.448000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_SUBMITTED_TEST_RESULTS,2259-01-18 20:30:26.968000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_SUBMITTED_TEST_RESULTS,2259-01-18 20:30:26.968000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_SUBMITTED_TEST_RESULTS,2259-01-18 20:30:26.968000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_SUBMITTED_TEST_RESULTS,2259-01-18 20:30:26.968000+00:00
kxfVRfJipm,wzRuObieb,,ALLY_SUBMITTED_TEST_RESULTS,2259-01-18 20:30:26.968000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-24 08:47:57.929000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-24 08:47:57.929000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-24 08:47:57.929000+00:00
kxfVRfJipm,wzRuObieb,,APPLICANT_ENTERED_UNDERWRITING,2259-01-24 08:47:57.929000+00:00
00ujVsNUMv,vpBfKmSVG,,UNDERWRITING_CREATED,2258-11-11 23:28:16.580000+00:00
00ujVsNUMv,vpBfKmSVG,,UNDERWRITING_CREATED,2258-11-11 23:28:16.580000+00:00
00ujVsNUMv,vpBfKmSVG,,UNDERWRITING_CREATED,2258-11-11 23:28:16.580000+00:00
00ujVsNUMv,vpBfKmSVG,,UNDERWRITING_CREATED,2258-11-11 23:28:16.580000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 16:49:18.292000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 16:49:18.292000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 16:49:18.292000+00:00
00ujVsNUMv,vpBfKmSVG,,ALLY_ENTERED_UNDERWRITING,2258-11-18 17:01:01.707000+00:00
00ujVsNUMv,vpBfKmSVG,,ALLY_ENTERED_UNDERWRITING,2258-11-18 17:01:01.707000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:01:03.584000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:01:03.584000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:01:25.097000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:01:25.097000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:03:58.984000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:03:58.984000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:04:00.316000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:15:54.262000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:15:54.262000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:15:55.457000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:15:55.457000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:25:16.538000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:25:16.538000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:25:17.532000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:32:38.624000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:32:38.624000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:32:39.950000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:32:39.950000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:35:50.765000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:35:50.765000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:35:51.922000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:37:10.159000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:37:10.159000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:37:11.481000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:37:11.481000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:38:47.262000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:38:47.262000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 17:38:48.126000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 17:38:48.126000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:38:48.855000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:38:48.855000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:39:18.863000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:39:18.863000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 17:39:19.801000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 17:39:19.801000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:39:20.374000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:40:21.362000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:40:21.362000+00:00
00ujVsNUMv,vpBfKmSVG,,APPLICANT_ENTERED_UNDERWRITING,2258-11-18 17:40:22.296000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_CREATED,2258-11-18 17:40:23.293000+00:00
00ujVsNUMv,vpBfKmSVG,,VIDEO_SESSION_CONNECTION_DESTROYED,2258-11-18 17:45:44.239000+00:00
